shapeName,shapeID,tehsil_area_km2,road_length_km,road_density_km_per_km2,tri_mean,forest_pct,water_pct,dist_to_roads_mean_m,spi_no_snow,ai,priority_high_scenic_low_access,spi_source,spi,spi_z,ai_z,road_density_z,dist_to_roads_z,tri_z,forest_z,water_z,gap_index,spi_local_I,spi_local_p,spi_quadrant,spi_cluster,ai_local_I,ai_local_p,ai_quadrant,ai_cluster,gap_local_I,gap_local_p,gap_quadrant,gap_cluster,spi_ai_bv_local_I,spi_ai_bv_local_p,spi_ai_bv_quadrant,spi_ai_bv_cluster
ATHUMQAM,9618217B55768510626440,3494.316731916934,148.81638611424663,0.04258812166480627,54.25493550683442,0.6035560872165734,8.816097118441801,9861.380829848113,0.4685139767227029,-0.1946533983982836,True,merged_from_tehsil_spi_ai.csv,0.4656129334936523,0.7357160907196143,-0.21436093644198578,-0.41567030929287424,-0.02636351249630705,1.0822950109383318,-0.11354447387010654,-0.031475028467543346,0.9500770271616001,0.3843907696320978,0.155,1,Not Significant,0.11160028336515657,0.143,3,Not Significant,0.30845603312564934,0.137,1,Not Significant,-0.3830274562307448,0.141,4,Not Significant
ABBASPUR,9618217B83205974251307,104.27144702372762,32.65320801451282,0.3131557962083559,38.70563121941141,0.009600614439324117,0.0,1919.45577843691,-0.275390157136849,1.919336167510354,False,merged_from_tehsil_spi_ai.csv,-0.2736849385299303,-0.4324502147164331,2.1136579253173706,2.9268688673208865,-0.9118034676998217,-0.04772242427454541,-0.2993707732086042,-0.7007498527717622,-2.5461081400338035,0.22447657321893003,0.161,3,Not Significant,2.6492433513504596,0.005,1,HH,1.4046533818783533,0.013,3,LL,-0.5420299294435565,0.002,2,LH
HAJEERA,9618217B82484311896760,267.8266679178409,76.03146453299651,0.28388309918532867,29.247266686298573,0.8844933756297817,0.1268893450270573,1610.8589888145416,-0.5160854159090419,1.755724258022802,False,merged_from_tehsil_spi_ai.csv,-0.5128898098528306,-0.8104183941874868,1.9334812501634562,2.565239796997984,-0.9462087190476199,-0.7350918803898036,-0.025649776296375607,-0.6911170364633512,-2.743899644350943,0.63899052042386,0.069,3,Not Significant,2.709727739344884,0.002,1,HH,1.870312717697854,0.003,3,LL,-1.1357820009992434,0.001,2,LH
RAWALAKOT,9618217B87664867246475,356.7707789219054,97.1996545418267,0.272442868879413,31.61633731125381,0.16824631260164882,0.01962873647019236,2375.26078941136,-0.5028890179516743,1.6424477695797581,False,merged_from_tehsil_spi_ai.csv,-0.4997751241235803,-0.7896958484382891,1.808736168190488,2.423909469746152,-0.8609860694133645,-0.5629239774428247,-0.24973650877859505,-0.6992597354357223,-2.5984320166287773,0.4613022465575829,0.102,3,Not Significant,2.252278625759555,0.003,1,HH,1.4795392220629149,0.004,3,LL,-0.983346886941501,0.002,2,LH
PALLANDARI,9618217B46803973144296,572.5306834574884,33.0855240049685,0.0577882111141475,30.44446300520378,0.21823387688117601,0.0017458710150494083,5141.406009355859,-0.5386857751537275,0.1623494715515441,False,merged_from_tehsil_spi_ai.csv,-0.5353502274470675,-0.8459081528253605,0.17878642263128053,-0.22789143083605826,-0.5525903739391465,-0.648087813279881,-0.234097282424512,-0.7006173148129401,-1.024694575456641,0.8046420413443991,0.026,3,LL,0.2962767702910141,0.001,1,HH,0.8319102759948027,0.001,3,LL,-1.401800717265911,0.001,2,LH
BAR CHAMARKAND,9618217B38361138378149,16.66556358839774,0.0,0.0,36.4629426595327,0.06006006006006006,0.0,17979.941348770644,-0.34744499400783907,-0.9102824490535103,False,merged_from_tehsil_spi_ai.csv,-0.3452936111304601,-0.5455992466214945,-1.0024433162299997,-0.9417954843092847,0.8787694137977359,-0.21070574028471814,-0.28358391295369406,-0.7007498527717622,0.4568440696085052,0.635139212586719,0.048,3,LL,0.4086616362353595,0.267,3,Not Significant,-0.10756212497328907,0.292,4,Not Significant,0.2224220334887866,0.274,3,Not Significant
BARANG,9618217B27103402875346,267.0539384890678,36.31919249772596,0.13599946401544172,39.55876278398368,0.6289779108947959,0.018719580681392737,3742.076081996105,-0.18888534314254277,0.7234577767508401,False,merged_from_tehsil_spi_ai.csv,-0.187715763208933,-0.2966101187058364,0.796703719414306,0.7383148142952117,-0.7086007392064686,0.014277361997363834,-0.10559094261553126,-0.6993287540811204,-1.0933138381201424,0.3070142029770388,0.007,3,LL,0.4232847169567472,0.127,1,Not Significant,0.533030741442086,0.008,3,LL,-0.15758747836046902,0.1,2,Not Significant
KHAR,9618217B31254576320005,276.4114283588974,39.99020023061188,0.1446763633039366,12.835186257742219,0.054271138608488007,0.025326531350627738,2388.7256667932375,-1.155574354188353,0.8524961897757992,False,merged_from_tehsil_spi_ai.csv,-1.1484190262313672,-1.8146196029120532,0.9388065302597697,0.8455075003847615,-0.859484879166837,-1.9278100039514803,-0.2853950484677367,-0.6988271868128688,-2.753426133171823,1.699906121997333,0.003,3,LL,0.09514832481153711,0.391,1,Not Significant,0.8896915295541149,0.044,3,LL,-0.1839122437074268,0.388,2,Not Significant
MAMUND,9618217B90172425710539,266.03283752224667,2.866695632553043,0.010775720994643448,24.003092510663745,0.007519079664649046,0.007519079664649046,6937.225045727951,-0.7782616398366576,-0.22814933591473013,False,merged_from_tehsil_spi_ai.csv,-0.7734426359801,-1.2221185272271018,-0.25124814515301047,-0.808674372773628,-0.3523757009441677,-1.1162027096732525,-0.30002200704994525,-0.7001790411468585,-0.9708703820740914,1.5821386412473317,0.005,3,LL,-0.04793425908960718,0.41,2,Not Significant,0.44885794543341684,0.064,3,Not Significant,-0.23316130786413136,0.39,2,Not Significant
NAWAGAI,9618217B6749340310851,127.09234227098406,0.0,0.0,28.11787256306918,0.0,0.0550487574709028,10389.037809522544,-0.6373825808067749,-0.4871300492111238,False,merged_from_tehsil_spi_ai.csv,-0.6334359014925339,-1.0008935569524833,-0.5364491674800778,-0.9417954843092847,0.03246461411296284,-0.8171685461290195,-0.3023744439118867,-0.6965708212808959,-0.4644443894724055,1.220539717571344,0.003,3,LL,0.07999828857374294,0.343,3,Not Significant,0.15472546058264092,0.097,3,Not Significant,0.1492588234907799,0.354,3,Not Significant
SALARZAI,9618217B53890861075426,237.95614985386928,12.193621265798498,0.051243144055266886,25.181694787066245,0.29413000546241436,0.02941300054624144,4442.812975268418,-0.7111899120625861,0.1608640809040538,False,merged_from_tehsil_spi_ai.csv,-0.7067862170151288,-1.1167945629327423,0.1771506447162878,-0.30874788604557146,-0.6304760478536791,-1.0305499308158945,-0.21035224200519503,-0.6985169621277075,-1.29394520764903,1.4091161487475579,0.001,3,LL,0.041819916556971606,0.349,1,Not Significant,0.6032373285797282,0.033,3,LL,-0.2636414646298643,0.33,2,Not Significant
UTMAN KHEL,9618217B58376820156413,170.3061111925454,3.738317253917023,0.021950576099354066,30.45739201694573,0.8276590749002113,0.011739845034045552,4719.866603099844,-0.4819868056104885,-0.03551745761444758,False,merged_from_tehsil_spi_ai.csv,-0.4790023384902353,-0.7568727210289009,-0.03911339610261149,-0.6706224379166966,-0.5995875226878015,-0.6471482208442058,-0.04343108864069026,-0.699858621355302,-0.7177593249262895,0.7562379996256832,0.019,3,LL,-0.016971221704856015,0.202,2,Not Significant,0.32015155039701426,0.041,3,LL,-0.32840550887580666,0.207,2,Not Significant
AMBAR UTMAN KHEL,9618217B21414584218612,233.19628794933172,27.4161774922255,0.11756695500308485,26.87859667672449,0.0471859986273164,0.11582017844886754,3056.8143958345045,-0.6743372575006469,0.6478016890862041,False,merged_from_tehsil_spi_ai.csv,-0.6701617544587672,-1.0589241635551,0.7133878876190397,0.5106032681874659,-0.7850001099849422,-0.9072306693418953,-0.28761172194468965,-0.6919573532630964,-1.77231205117414,1.1040158849564896,0.063,3,Not Significant,0.6114034523240403,0.124,1,Not Significant,1.047901810124768,0.05,3,LL,-0.9075425873962588,0.104,2,Not Significant
SAFI,9618217B32259055898287,322.8802869327046,12.05093234180623,0.03732322111172402,21.38360835745532,0.0030963586821897444,0.25699777062174883,10495.040093059317,-0.8637964475907766,-0.2624972903870874,False,merged_from_tehsil_spi_ai.csv,-0.8584478113492492,-1.3564354046477292,-0.28907363264075486,-0.4807118423930168,0.04428273838115805,-1.3065689607719333,-0.3014057098876921,-0.6812398433573187,-1.0673617720069744,1.2368608688755478,0.054,3,Not Significant,0.2117358820075091,0.101,3,Not Significant,0.05959441132476338,0.419,3,Not Significant,0.9935394112759622,0.098,3,Not Significant
UPPER MOMAND,9618217B63558675564153,513.8074016796709,1.3980733214742136,0.002721006581267257,23.797592912330106,0.0681384573453257,0.04867032667523265,13126.118070154673,-0.7789763971622784,-0.6229002936796203,False,merged_from_tehsil_spi_ai.csv,-0.7741529675212125,-1.2232409237649746,-0.6859653690193614,-0.9081807108037167,0.33761987655552395,-1.131137019578943,-0.28105648667190936,-0.6970550404419098,-0.5372755547456132,1.6387627628728942,0.058,3,Not Significant,0.19584642082783488,0.384,3,Not Significant,0.17628943707883957,0.32,3,Not Significant,0.3492411826445175,0.408,3,Not Significant
ASTORE,9618217B70325037560475,5206.053764504698,152.91280911561407,0.02937211485562945,48.84533952615123,0.26411223713629345,19.301130208293316,12384.744176464155,0.43956295053425926,-0.4169514094317277,True,merged_from_tehsil_spi_ai.csv,0.4368411723488804,0.690253763301601,-0.45916534369316775,-0.578938225878222,0.25496459298523344,0.6891624525528139,-0.21974367125890842,0.7644972237386093,1.1494191069947688,0.5272432550319853,0.031,1,HH,0.2397623754594677,0.091,3,Not Significant,0.4600820325348485,0.043,1,HH,-0.3604298195240547,0.092,4,Not Significant
CHILAS,9618217B41750222117386,4219.784738764563,51.301140630058484,0.012157288536257905,50.24708171535301,0.4068971074047216,14.758255247953667,16652.20123522967,0.4194936265788732,-0.7611736559189606,True,merged_from_tehsil_spi_ai.csv,0.4168961178481212,0.6587385358005413,-0.8382381146200274,-0.791606762458483,0.7307405493794382,0.7910315191163058,-0.17507166256532034,0.41962445293424977,1.4969766504205686,0.48620986382493997,0.034,1,HH,0.6514515289338157,0.03,3,LL,0.706016372381598,0.025,1,HH,-0.51195026667263,0.017,4,HL
DAREL TANGIR,9618217B87521623220935,2682.0354177087884,27.61022921453728,0.010294505819063408,50.63146055777185,0.19127231510342874,9.797020178669968,19110.7049298037,0.3241781805584338,-0.9097283522590293,True,merged_from_tehsil_spi_ai.csv,0.3221708660226038,0.5090629427224321,-1.0018331203191047,-0.8146192092344908,1.0048374952835677,0.8189655530532168,-0.24253253974459063,0.04299183594764775,1.5108960630415367,0.526105601280625,0.008,1,HH,1.2143336410427792,0.001,3,LL,1.0560334826008273,0.004,1,HH,-0.6170411460934551,0.001,4,HL
KHAPLU,9618217B25754962135590,2637.4323947344633,115.50446964512788,0.04379428639601467,52.01199811497285,0.532346495385572,37.30444607906331,8516.417294677092,0.894124408608772,-0.11222849280293218,True,merged_from_tehsil_spi_ai.csv,0.8885879813293388,1.4040599580831172,-0.12359098279643149,-0.40076959037175663,-0.17631260476589228,0.9192936115159446,-0.13582327343312112,2.131220605346793,1.5276509408795487,1.3162062273901116,0.033,1,HH,0.09024857425414856,0.062,3,Not Significant,0.7929416896365392,0.03,1,HH,-1.0252722853822924,0.069,4,Not Significant
MASHABRUM,9618217B85218379767883,5908.0640334088575,88.84744045274316,0.015038334038075687,50.29164037363268,0.04451651342604504,33.77212284526534,19132.28425460785,0.7273046611777454,-0.8816291299424596,True,merged_from_tehsil_spi_ai.csv,0.7228011834426182,1.1420998490308552,-0.9708890132105974,-0.756014899994947,1.0072433598899722,0.7942697386414356,-0.28844690333256645,1.8630639618882547,2.1129888622414525,1.422983969750551,0.041,1,HH,0.8338096316763783,0.096,3,Not Significant,1.3842346268197654,0.056,1,Not Significant,-0.980847286868515,0.111,4,Not Significant
GUPIS,9618217B90015961408219,5298.000053249936,1.6852476286787663,0.0003180912819442102,49.85490008975599,0.41961605979953565,39.63267078165997,31219.860492660402,0.8515678554019418,-1.646372531780906,True,merged_from_tehsil_spi_ai.csv,0.8462949387255349,1.3372326220475024,-1.813058290011494,-0.9378658479496143,2.354879215612198,0.7625304320899737,-0.17109238135095697,2.307967997967001,3.1502909120589964,1.4840263502923625,0.001,1,HH,2.2193591982984464,0.001,3,LL,2.288443281591869,0.002,1,HH,-1.6369024296439243,0.001,4,HL
ISHKOMEN,9618217B15965056410830,2754.8893163101698,3.7701063984185788,0.0013685146536007353,56.27520600759633,0.3161719597942523,33.913526424498066,24901.086704755548,0.9594605751025264,-1.2876462223652774,True,merged_from_tehsil_spi_ai.csv,0.953519585626796,1.506658538666853,-1.4180130031299791,-0.9248891267736058,1.650403317956949,1.2291144986471005,-0.20345614458475805,1.8737986276224832,2.9246715417968323,1.991269455202571,0.001,1,HH,1.509323333202677,0.002,3,LL,2.1720373534480197,0.002,1,HH,-1.6036770343850537,0.001,4,HL
PUNIAL,9618217B13486207754369,1540.4236789470865,29.47434217290833,0.019133919178037233,49.03447602012563,0.619247296472757,23.540484752495814,15258.935111824498,0.554435132847793,-0.6404125451349034,True,merged_from_tehsil_spi_ai.csv,0.5510020649607963,0.8706396580732406,-0.7052506353031847,-0.7054188566776024,0.5754062335922046,0.7029076035817884,-0.1086352854176649,1.0863282142116244,1.5758902933764252,0.970012293589627,0.018,1,HH,0.8311010599448986,0.01,3,LL,1.1245119672905135,0.007,1,HH,-1.0260033900482284,0.009,4,HL
YASIN,9618217B38991384841424,2500.8326204372797,64.56613851203507,0.02581785681472175,54.263278893817,0.23111310147384584,31.122298015946004,10903.940537680524,0.8329694461889727,-0.35635879984171676,True,merged_from_tehsil_spi_ai.csv,0.8278116910483984,1.3080271989446868,-0.39243808056775326,-0.6228468220014305,0.08987077768200304,1.082901351426933,-0.23006785807521776,1.6619022660432903,1.70046527951244,1.8555780576766479,0.001,1,HH,0.6071217157234945,0.002,3,LL,1.5696455720417097,0.002,1,HH,-2.0235847553004995,0.003,4,HL
GILGIT,9618217B24239170098361,4002.6924589700297,108.48095210665356,0.02710199527409303,55.21427629439186,0.41622425143342534,23.0457322024159,13446.862637292543,0.7382597199449767,-0.4901811533640168,True,merged_from_tehsil_spi_ai.csv,0.7336884083764111,1.1593027787411063,-0.5398091783957769,-0.6069828311685046,0.37337947555952894,1.1520133595031357,-0.1721535504547494,1.0487690288283167,1.6991119571368833,1.2346375373221115,0.001,1,HH,0.5629519251175774,0.001,3,LL,1.1147444170232053,0.003,1,HH,-1.2090045097528268,0.001,4,HL
ALIABAD,9618217B18607943062555,805.7070538812313,18.051123268965824,0.022404077489467687,68.42625088891879,0.04096630831491919,28.53862005611143,13333.86413374851,1.2536833629485977,-0.512900659703651,True,merged_from_tehsil_spi_ai.csv,1.2459205430282692,1.9686819787975536,-0.5648289041983476,-0.6650199720431927,0.3607813473641093,2.1121696063315474,-0.28955762881272473,1.465762115884351,2.533510882995901,3.1659994562742924,0.001,1,HH,0.6343973282273879,0.021,3,LL,2.1538360945355213,0.002,1,HH,-2.2111591283579157,0.027,4,HL
GOJAL,9618217B58972864826743,10801.975096734648,109.55303763849194,0.010141945029257563,53.69587780654561,0.12293666817560318,54.55462766760073,23963.102539197767,1.2221676488655961,-1.1811660002321505,True,merged_from_tehsil_spi_ai.csv,1.2145999745620295,1.9191922749394625,-1.3007522703771675,-0.8165039148542639,1.545828085610037,1.0416665084060766,-0.263912190178862,3.440769728590207,3.21994454531663,2.8659799563911137,0.001,1,HH,1.4669171990436516,0.005,3,LL,2.626877599104654,0.002,1,HH,-2.164359978832928,0.002,4,HL
NAGAR-I,9618217B7415913583848,1414.0358344825315,41.785103735103775,0.0295502438595519,57.475730247613946,0.5856101166269423,35.62320091094907,17734.81204973228,1.0558495743787144,-0.7140888832511496,True,merged_from_tehsil_spi_ai.csv,1.0493117432555668,1.6580199521126355,-0.7863862792845957,-0.5767376556323253,0.8514401108699741,1.3163604163768656,-0.11915909223049552,2.0035887236439236,2.444406231397231,2.4477385571861614,0.001,1,HH,0.8303264398437546,0.009,3,LL,1.9265498879974827,0.002,1,HH,-1.7506635610174042,0.004,4,HL
NAGAR-II,9618217B11035459557122,1450.7271779732662,0.0,0.0,58.81352176218135,0.35217819803303996,21.773020806770642,23225.85361642637,0.8327237783582233,-1.202714088310122,True,merged_from_tehsil_spi_ai.csv,0.8275675443953135,1.3076414222442372,-1.3244819785504467,-0.9417954843092847,1.463632692310959,1.4135819838629278,-0.19219114861842995,0.9521510260696304,2.6321234007946837,2.1211185058166477,0.001,1,HH,1.2060411450819193,0.02,3,LL,2.0749018643026167,0.002,1,HH,-1.1907065432222654,0.009,4,HL
GULTARI,9618217B83227364220136,3527.7410040902296,139.85608607964548,0.03964465813037004,35.52387122595366,0.38752328116273993,23.18506150195746,8661.356374036286,0.06471244016141232,-0.14593991437011425,True,merged_from_tehsil_spi_ai.csv,0.0643117400848024,0.10161913168421857,-0.16071549208008462,-0.45203327170287017,-0.16015344296264167,-0.27895105037958745,-0.18113300318693407,1.0593462254288448,0.26233462376430317,0.07446311790712383,0.113,1,Not Significant,0.043924459927564434,0.306,3,Not Significant,0.0821480871011943,0.183,1,Not Significant,-0.027773087832211947,0.319,4,Not Significant
KHARMANG,9618217B70387484269248,2789.4386265053054,85.04600533902516,0.03048857376925816,48.477703655288664,0.4706902979724111,27.67537067309071,10017.426837036528,0.5955829075845748,-0.2780898340438232,True,merged_from_tehsil_spi_ai.csv,0.5918950522649263,0.935254763438761,-0.30624483174271677,-0.565145714765506,-0.008966046677859607,0.6624451836509255,-0.15511317565929084,1.4002284595067054,1.2414995951814778,0.6484277467318038,0.119,1,Not Significant,0.03519293626157931,0.398,3,Not Significant,0.3123176179910705,0.225,1,Not Significant,-0.10747727917802331,0.422,4,Not Significant
RONDU,9618217B20972596228202,1651.8703934276025,0.0,0.0,58.37408555829063,0.16649311021238467,26.317414573898724,23711.633060259013,0.881782667047188,-1.2297937022703123,True,merged_from_tehsil_spi_ai.csv,0.8763226599549228,1.3846794949475756,-1.354303247815505,-0.9417954843092847,1.51779192023134,1.3816467562230696,-0.2502850197813896,1.297139097231146,2.7389827427630804,1.2201551351111226,0.042,1,HH,0.8959236267743197,0.084,3,Not Significant,1.315192185549405,0.04,1,HH,-0.9160186812181862,0.089,4,Not Significant
SHIGAR,9618217B26900800837648,8917.203853891411,99.1559916517365,0.011119628223870363,51.51642561094096,0.18043294936663437,29.9020795205799,29198.584833021156,0.7125699096060243,-1.4669771723008518,True,merged_from_tehsil_spi_ai.csv,0.7081576695999781,1.1189615983859067,-1.6155001812503669,-0.804425811341628,2.1295285332600757,0.8832787802658358,-0.24592376907804003,1.5692692666414814,2.7344617796362733,1.463155716822524,0.001,1,HH,1.171704754878229,0.026,3,LL,1.7302085158305491,0.003,1,HH,-0.8115707076802359,0.01,4,HL
SKARDU,9618217B88498185372954,1932.1847771181483,105.98208656943164,0.05485090650983382,41.874683679039,0.8167405942848862,26.592204216203346,8783.162483726981,0.38226031775793107,-0.05880247322432813,True,merged_from_tehsil_spi_ai.csv,0.3798933580477349,0.6002703880583605,-0.06475588573943392,-0.2641783070496696,-0.14657336060101334,0.18258270489962464,-0.046847070040201486,1.3179997782222093,0.6650262737977944,0.556777089102676,0.011,1,HH,0.04284569267285264,0.055,3,Not Significant,0.3289486463444413,0.018,1,HH,-0.3971685395649001,0.042,4,HL
ALAI,9618217B82118214800407,818.5817149927093,73.1994718646749,0.08942231486972178,50.0987816866144,0.34086327595264565,7.363379799880271,9426.559820626288,0.27625553377174816,0.11887570320614635,False,merged_from_tehsil_spi_ai.csv,0.2745449567440522,0.43380913151819356,0.13091118505585683,0.16290998806386386,-0.07484141834842885,0.780254083996411,-0.19573116162255572,-0.14175819743469822,0.3028979464623367,0.09804504513789951,0.325,1,Not Significant,-0.02422166629147322,0.338,4,Not Significant,0.03875126912396523,0.313,1,Not Significant,-0.08026495225250732,0.352,4,Not Significant
